Project Full Code,Activity Name,Quantity,Input Type,Section,Drilled Meters
P415,P415 ‣ Barge Setup Marine ‣ 0,1,Actual,,
P415,P415 ‣ Piling Works Marine ‣ 0,2,Actual,,
P446,P446 ‣ Static Test ‣ 0,1,Actual,,
P449,P449 ‣ C.Piles 1200mm ‣ 0,3,Actual,,121
P453,P453 ‣ Vibro Compaction ‣ 0,25,Actual,,
P458,P458 ‣ Vibro Compaction ‣ 0,14,Actual,,
P342,P342 ‣ Capping Beam ‣ 3,9,Actual,,
P418,P418 ‣ Zone Load Test ‣ 1,1,Actual,,
P453,P453 ‣ Vibro Compaction ‣ 0,18,Actual,,
P342,P342 ‣ Capping Beam ‣ 3,9,Actual,,
P419,P419 ‣ Secant Pile ‣ 2,2,Actual,,
P451,P451 ‣ Secant Pile ‣ 0,6,Actual,,
P415,P415 ‣ Barge Setup Marine ‣ 0,1,Actual,,
P415,P415 ‣ Piling Works Marine ‣ 0,2,Actual,,
P449,P449 ‣ C.Piles 1200mm ‣ 0,3,Actual,,119
P449,P449 ‣ Integrity Test ‣ 0,11,Actual,,
P458,P458 ‣ Vibro Compaction ‣ 0,8,Actual,,
P342,P342 ‣ Capping Beam ‣ 3,9,Actual,,
P414-S,P414-S ‣ Secant Pile ‣ 0,11,Actual,,
P417,P417 ‣ Secant Pile ‣ 0,8,Actual,,
P419,P419 ‣ Secant Pile ‣ 2,4,Actual,,
P421,P421 ‣ Capping Beam ‣ 2,16,Actual,,
P451,P451 ‣ Secant Pile ‣ 0,6,Actual,,
P415,P415 ‣ Barge Setup Marine ‣ 0,1,Actual,,
P415,P415 ‣ Piling Works Marine ‣ 0,1,Actual,,
P416-SI,P416-SI ‣ Post-CPT ‣ 0,2,Actual,,
P449,P449 ‣ Sonic Test ‣ 0,1,Actual,,
P449,P449 ‣ C.Piles 1200mm ‣ 0,3,Actual,,131
P453,P453 ‣ Vibro Compaction ‣ 0,31,Actual,,
P458,P458 ‣ Vibro Compaction ‣ 0,11,Actual,,
P342,P342 ‣ Capping Beam ‣ 3,9,Actual,,
P451,P451 ‣ Secant Pile ‣ 0,7,Actual,,
P342,P342 ‣ Static Test ‣ 1,1,Actual,,
P415,P415 ‣ Barge Setup Marine ‣ 0,1,Actual,,
P416-SI,P416-SI ‣ Post-CPT ‣ 0,4,Actual,,
P449,P449 ‣ C.Piles 1200mm ‣ 0,3,Actual,,152
P453,P453 ‣ Vibro Compaction ‣ 0,2,Actual,,
P458,P458 ‣ Vibro Compaction ‣ 0,10,Actual,,
P342,P342 ‣ Capping Beam ‣ 3,9,Actual,,
P414-S,P414-S ‣ Secant Pile ‣ 0,7,Actual,,
P419,P419 ‣ Secant Pile ‣ 2,5,Actual,,
P451,P451 ‣ Secant Pile ‣ 0,5,Actual,,
P369,P369 ‣ Integrity Test ‣ 0,45,Actual,,
P415,P415 ‣ Barge Setup Marine ‣ 0,1,Actual,,
P433,P433 ‣ Sonic Test ‣ 0,5,Actual,,
P433,P433 ‣ Integrity Test ‣ 0,49,Actual,,
P449,P449 ‣ C.Piles 1200mm ‣ 0,3,Actual,,109
P453,P453 ‣ Vibro Compaction ‣ 0,17,Actual,,
P342,P342 ‣ Capping Beam ‣ 3,9,Actual,,
P414-S,P414-S ‣ Secant Pile ‣ 0,6,Actual,,
P419,P419 ‣ Secant Pile ‣ 2,5,Actual,,
P342,P342 ‣ Caliper Logging Test ‣ 3,1,Actual,,
P415,P415 ‣ Barge Setup Marine ‣ 0,1,Actual,,
P449,P449 ‣ C.Piles 1200mm ‣ 0,3,Actual,,131
P453,P453 ‣ Vibro Compaction ‣ 0,10,Actual,,
P458,P458 ‣ Vibro Compaction ‣ 0,6,Actual,,
P342,P342 ‣ Capping Beam ‣ 3,9,Actual,,
P414-S,P414-S ‣ Secant Pile ‣ 0,8,Actual,,
P451,P451 ‣ Secant Pile ‣ 0,8,Actual,,
P458,P458 ‣ Mobilization ‣ 0,1,Actual,,
P415,P415 ‣ Barge Setup Marine ‣ 0,1,Actual,,
P415,P415 ‣ Piling Works Marine ‣ 0,1,Actual,,
P433,P433 ‣ Static Test ‣ 0,1,Actual,,
P449,P449 ‣ C.Piles 1200mm ‣ 0,3,Actual,,150
P458,P458 ‣ Design & Shop Drawings ‣ 0,1,Actual,,
P342,P342 ‣ Capping Beam ‣ 3,9,Actual,,
P453,P453 ‣ Mobilization ‣ 0,1,Actual,,
P369,P369 ‣ Integrity Test ‣ 0,69,Actual,,
P415,P415 ‣ Piling Works Marine ‣ 0,1,Actual,,
P433,P433 ‣ Static Test ‣ 0,1,Actual,,
P433,P433 ‣ Static Test ‣ 0,1,Actual,,
P342,P342 ‣ Capping Beam ‣ 3,9,Actual,,
P414-S,P414-S ‣ Secant Pile ‣ 0,8,Actual,,
P447,P447 ‣ Mobilization ‣ 0,1,Actual,,
P447,P447 ‣ Fence /Site Gate ‣ 0,1,Actual,,
P451,P451 ‣ Secant Pile ‣ 0,8,Actual,,
P415,P415 ‣ Barge Setup Marine ‣ 0,1,Actual,,
P415,P415 ‣ Piling Works Marine ‣ 0,1,Actual,,
P440,P440 ‣ Soldier Pile (H. Beams) ‣ 0,8,Actual,,
P447,P447 ‣ Site Preliminaries ‣ 0,1,Actual,,
P449,P449 ‣ C.Piles 1200mm ‣ 0,3,Actual,,130
P342,P342 ‣ Capping Beam ‣ 3,9,Actual,,
P414-S,P414-S ‣ Secant Pile ‣ 0,6,Actual,,
P440,P440 ‣ Mobilization ‣ 0,1,Actual,,
P342,P342 ‣ C.Piles 1500mm ‣ 3,2,Actual,,
P415,P415 ‣ Barge Setup Marine ‣ 0,1,Actual,,
P440,P440 ‣ Soldier Pile (H. Beams) ‣ 0,9,Actual,,
P449,P449 ‣ C.Piles 1200mm ‣ 0,3,Actual,,130
P414-S,P414-S ‣ Secant Pile ‣ 0,7,Actual,,
P419,P419 ‣ Secant Pile ‣ 2,4,Actual,,
P421,P421 ‣ Capping Beam ‣ 2,32,Actual,,
P342,P342 ‣ C.Piles 1500mm ‣ 3,2,Actual,,
P342,P342 ‣ Caliper Logging Test ‣ 3,2,Actual,,
P415,P415 ‣ Barge Setup Marine ‣ 0,1,Actual,,
P415,P415 ‣ Piling Works Marine ‣ 0,1,Actual,,
P416-SI,P416-SI ‣ Vibro Compaction ‣ 0,21,Actual,,
P433,P433 ‣ Static Test ‣ 0,1,Actual,,
P433,P433 ‣ Static Test ‣ 0,1,Actual,,
P440,P440 ‣ Soldier Pile (H. Beams) ‣ 0,15,Actual,,
P449,P449 ‣ C.Piles 1200mm ‣ 0,3,Actual,,100
P342,P342 ‣ Secant Pile ‣ 1,1,Actual,,
P421,P421 ‣ Capping Beam ‣ 2,32,Actual,,
P433,P433 ‣ Deep Well Installation ‣ 0,8,Actual,,
P440,P440 ‣ Guide Wall ‣ 0,30,Actual,,
P342,P342 ‣ C.Piles 1500mm ‣ 3,1,Actual,,
P342,P342 ‣ C.Piles 1500mm ‣ 3,4,Actual,,
P415,P415 ‣ Barge Setup Marine ‣ 0,1,Actual,,
P415,P415 ‣ Piling Works Marine ‣ 0,1,Actual,,
P416-SI,P416-SI ‣ Vibro Compaction ‣ 0,17,Actual,,
P440,P440 ‣ Soldier Pile (H. Beams) ‣ 0,13,Actual,,
P449,P449 ‣ C.Piles 1200mm ‣ 0,3,Actual,,106
P451,P451 ‣ Soldier Pile (H. Beams) ‣ 0,9,Actual,,
P342,P342 ‣ Secant Pile ‣ 1,1,Actual,,
P414-S,P414-S ‣ Secant Pile ‣ 0,5,Actual,,
P419,P419 ‣ Secant Pile ‣ 2,6,Actual,,
P342,P342 ‣ C.Piles 1500mm ‣ 3,2,Actual,,
P369,P369 ‣ Integrity Test ‣ 0,24,Actual,,
P415,P415 ‣ Barge Setup Marine ‣ 0,1,Actual,,
P415,P415 ‣ Piling Works Marine ‣ 0,1,Actual,,
P416-SI,P416-SI ‣ Vibro Compaction ‣ 0,19,Actual,,
P449,P449 ‣ C.Piles 1200mm ‣ 0,3,Actual,,128
P451,P451 ‣ Soldier Pile (H. Beams) ‣ 0,13,Actual,,
P342,P342 ‣ Secant Pile ‣ 1,1,Actual,,
P419,P419 ‣ Secant Pile ‣ 2,8,Actual,,
P443,P443 ‣ Mobilization ‣ 0,1,Actual,,
P342,P342 ‣ C.Piles 1500mm ‣ 3,2,Actual,,
P415,P415 ‣ Barge Setup Marine ‣ 0,1,Actual,,
P415,P415 ‣ Piling Works Marine ‣ 0,1,Actual,,
P416-SI,P416-SI ‣ Vibro Compaction ‣ 0,18,Actual,,
P433,P433 ‣ C.Piles 1200mm ‣ 2,1,Actual,,
P433,P433 ‣ C.Piles 1000mm ‣ 2,8,Actual,,
P449,P449 ‣ C.Piles 1200mm ‣ 0,3,Actual,,166
P451,P451 ‣ Soldier Pile (H. Beams) ‣ 0,2,Actual,,
P415,P415 ‣ Piling Works Marine ‣ 0,1,Actual,,
P416-SI,P416-SI ‣ Vibro Compaction ‣ 0,18,Actual,,
P417,P417 ‣ Guide Wall ‣ 0,57,Actual,,
P419,P419 ‣ Secant Pile ‣ 2,3,Actual,,
P421,P421 ‣ Secant Pile ‣ 2,7,Actual,,
P421,P421 ‣ Capping Beam ‣ 1,28,Actual,,
P451,P451 ‣ Mobilization ‣ 0,1,Actual,,
P451,P451 ‣ Guide Wall ‣ 0,43,Actual,,
P342,P342 ‣ C.Piles 1500mm ‣ 3,2,Actual,,
P415,P415 ‣ Barge Setup Marine ‣ 0,1,Actual,,
P415,P415 ‣ Piling Works Marine ‣ 0,2,Actual,,
P416-SI,P416-SI ‣ Vibro Compaction ‣ 0,20,Actual,,
P433,P433 ‣ C.Piles 1000mm ‣ 2,3,Actual,,
P433,P433 ‣ C.Piles 1200mm ‣ 2,9,Actual,,
P433,P433 ‣ Sonic Test ‣ 0,4,Actual,,
P433,P433 ‣ Integrity Test ‣ 0,42,Actual,,
P342,P342 ‣ Secant Pile ‣ 3,1,Actual,,
P414-S,P414-S ‣ Secant Pile ‣ 0,7,Actual,,
P419,P419 ‣ Secant Pile ‣ 2,3,Actual,,
P342,P342 ‣ C.Piles 1500mm ‣ 3,3,Actual,,
P369,P369 ‣ Integrity Test ‣ 0,60,Actual,,
P415,P415 ‣ Barge Setup Marine ‣ 0,1,Actual,,
P416-SI,P416-SI ‣ Vibro Compaction ‣ 0,15,Actual,,
P433,P433 ‣ C.Piles 1000mm ‣ 2,6,Actual,,
P433,P433 ‣ C.Piles 1200mm ‣ 2,8,Actual,,
P449,P449 ‣ C.Piles 1200mm ‣ 0,3,Actual,,84.8
P342,P342 ‣ Secant Pile ‣ 3,3,Actual,,
P405,P405 ‣ Secant Pile ‣ 0,9,Actual,,
P419,P419 ‣ Secant Pile ‣ 1,2,Actual,,
P419,P419 ‣ Secant Pile ‣ 2,7,Actual,,
P421,P421 ‣ Secant Pile ‣ 2,9,Actual,,
P342,P342 ‣ C.Piles 1500mm ‣ 3,1,Actual,,
P415,P415 ‣ Barge Setup Marine ‣ 0,1,Actual,,
P415,P415 ‣ Piling Works Marine ‣ 0,2,Actual,,
P416-SI,P416-SI ‣ Vibro Compaction ‣ 0,16,Actual,,
P433,P433 ‣ Static Test ‣ 0,1,Actual,,
P433,P433 ‣ C.Piles 1000mm ‣ 2,4,Actual,,
P433,P433 ‣ C.Piles 1200mm ‣ 2,9,Actual,,
P449,P449 ‣ C.Piles 1200mm ‣ 0,3,Actual,,63.6
P342,P342 ‣ Secant Pile ‣ 3,4,Actual,,
P414-S,P414-S ‣ Secant Pile ‣ 0,7,Actual,,
P419,P419 ‣ Secant Pile ‣ 1,2,Actual,,
P419,P419 ‣ Secant Pile ‣ 2,2,Actual,,
P421,P421 ‣ Secant Pile ‣ 2,9,Actual,,
P421,P421 ‣ Capping Beam ‣ 1,10,Actual,,
P342,P342 ‣ C.Piles 1500mm ‣ 3,3,Actual,,
P415,P415 ‣ Barge Setup Marine ‣ 0,1,Actual,,
P415,P415 ‣ Piling Works Marine ‣ 0,1,Actual,,
P416-SI,P416-SI ‣ Vibro Compaction ‣ 0,19,Actual,,
P433,P433 ‣ C.Piles 1000mm ‣ 2,5,Actual,,
P433,P433 ‣ C.Piles 1200mm ‣ 2,10,Actual,,
P449,P449 ‣ C.Piles 1200mm ‣ 0,3,Actual,,63.6
P342,P342 ‣ Capping Beam ‣ 2,14,Actual,,
P405,P405 ‣ Supply & Installation of Concrete Panels ‣ 0,20,Actual,,
P414-S,P414-S ‣ Secant Pile ‣ 0,10,Actual,,
P419,P419 ‣ Secant Pile ‣ 1,2,Actual,,
P419,P419 ‣ Secant Pile ‣ 2,2,Actual,,
P421,P421 ‣ Secant Pile ‣ 2,9,Actual,,
P342,P342 ‣ C.Piles 1500mm ‣ 3,4,Actual,,
P415,P415 ‣ Pile Guide Work Marine ‣ 0,1,Actual,,
P416-SI,P416-SI ‣ Vibro Compaction ‣ 0,11,Actual,,
P433,P433 ‣ C.Piles 1200mm ‣ 2,5,Actual,,
P433,P433 ‣ C.Piles 1000mm ‣ 2,6,Actual,,
P449,P449 ‣ C.Piles 1200mm ‣ 0,3,Actual,,84.8
P342,P342 ‣ Secant Pile ‣ 3,5,Actual,,
P414-S,P414-S ‣ Secant Pile ‣ 0,9,Actual,,
P417,P417 ‣ Mobilization ‣ 0,1,Actual,,
P419,P419 ‣ Secant Pile ‣ 1,2,Actual,,
P419,P419 ‣ Secant Pile ‣ 2,6,Actual,,
P421,P421 ‣ Secant Pile ‣ 2,9,Actual,,
P342,P342 ‣ C.Piles 1500mm ‣ 3,2,Actual,,
P433,P433 ‣ Static Test ‣ 0,1,Actual,,
P433,P433 ‣ C.Piles 1000mm ‣ 2,4,Actual,,
P433,P433 ‣ C.Piles 1200mm ‣ 2,7,Actual,,
P433,P433 ‣ Soldier Pile (H. Beams) ‣ 1,19,Actual,,
P433,P433 ‣ Caliper Logging Test ‣ 0,15,Actual,,
P449,P449 ‣ C.Piles 1200mm ‣ 0,3,Actual,,63.6
P342,P342 ‣ Capping Beam ‣ 2,12,Actual,,
P419,P419 ‣ Secant Pile ‣ 1,6,Actual,,
P421,P421 ‣ Secant Pile ‣ 2,9,Actual,,
P342,P342 ‣ C.Piles 1500mm ‣ 3,3,Actual,,
P416-SI,P416-SI ‣ Vibro Compaction ‣ 0,11,Actual,,
P433,P433 ‣ C.Piles 1200mm ‣ 2,1,Actual,,
P433,P433 ‣ C.Piles 1000mm ‣ 2,10,Actual,,
P433,P433 ‣ Soldier Pile (H. Beams) ‣ 1,20,Actual,,
P439,P439 ‣ Zone Load Test ‣ 0,1,Actual,,
P449,P449 ‣ C.Piles 1200mm ‣ 0,3,Actual,,63.6
P342,P342 ‣ Secant Pile ‣ 2,1,Actual,,
P414-S,P414-S ‣ Secant Pile ‣ 0,7,Actual,,
P419,P419 ‣ Secant Pile ‣ 1,8,Actual,,
P421,P421 ‣ Secant Pile ‣ 1,4,Actual,,
P342,P342 ‣ C.Piles 1500mm ‣ 3,1,Actual,,
P416-SI,P416-SI ‣ Vibro Compaction ‣ 0,7,Actual,,
P433,P433 ‣ C.Piles 1200mm ‣ 2,2,Actual,,
P433,P433 ‣ C.Piles 1000mm ‣ 2,10,Actual,,
P449,P449 ‣ C.Piles 1200mm ‣ 0,3,Actual,,21.2
P342,P342 ‣ Secant Pile ‣ 3,4,Actual,,
P342,P342 ‣ Capping Beam ‣ 2,24,Actual,,
P419,P419 ‣ Secant Pile ‣ 1,8,Actual,,
P421,P421 ‣ Secant Pile ‣ 1,5,Actual,,
P342,P342 ‣ C.Piles 1500mm ‣ 3,2,Actual,,
P370,P370 ‣ Supply of Concrete Panel ‣ 1,60,Actual,,
P416-SI,P416-SI ‣ Vibro Compaction ‣ 0,8,Actual,,
P433,P433 ‣ C.Piles 1200mm ‣ 2,5,Actual,,
P433,P433 ‣ C.Piles 1000mm ‣ 2,6,Actual,,
P449,P449 ‣ Design & Shop Drawings ‣ 0,1,Actual,,
P342,P342 ‣ Secant Pile ‣ 1,1,Actual,,
P342,P342 ‣ Capping Beam ‣ 2,24,Actual,,
P419,P419 ‣ Secant Pile ‣ 1,6,Actual,,
P421,P421 ‣ Secant Pile ‣ 1,7,Actual,,
P342,P342 ‣ Strut Work ‣ 1,1,Actual,,
P342,P342 ‣ C.Piles 1500mm ‣ 3,3,Actual,,
P369,P369 ‣ Contiguous Pile ‣ 0,7,Actual,,
P370,P370 ‣ Supply of Concrete Panel ‣ 1,60,Actual,,
P433,P433 ‣ C.Piles 1000mm ‣ 2,1,Actual,,
P433,P433 ‣ C.Piles 1200mm ‣ 2,9,Actual,,
P342,P342 ‣ Secant Pile ‣ 1,2,Actual,,
P342,P342 ‣ Capping Beam ‣ 2,24,Actual,,
P416-SI,P416-SI ‣ Mobilization ‣ 0,1,Actual,,
P419,P419 ‣ Secant Pile ‣ 1,10,Actual,,
P421,P421 ‣ Secant Pile ‣ 1,5,Actual,,
P342,P342 ‣ C.Piles 1500mm ‣ 3,2,Actual,,
P342,P342 ‣ Strut Work ‣ 1,2,Actual,,
P369,P369 ‣ Contiguous Pile ‣ 0,3,Actual,,
P370,P370 ‣ Supply of Concrete Panel ‣ 1,45,Actual,,
P416-SI,P416-SI ‣ Design & Shop Drawings ‣ 0,1,Actual,,
P433,P433 ‣ C.Piles 1200mm ‣ 2,10,Actual,,
P342,P342 ‣ Capping Beam ‣ 1,23,Actual,,
P415,P415 ‣ Mobilization ‣ 0,1,Actual,,
P419,P419 ‣ Secant Pile ‣ 1,6,Actual,,
P422,P422 ‣ Secant Pile ‣ 0,6,Actual,,
P342,P342 ‣ C.Piles 1500mm ‣ 3,2,Actual,,
P369,P369 ‣ Contiguous Pile ‣ 0,6,Actual,,
P370,P370 ‣ Supply of Concrete Panel ‣ 1,35,Actual,,
P433,P433 ‣ C.Piles 1200mm ‣ 2,5,Actual,,
P414-S,P414-S ‣ Guide Wall ‣ 0,22,Actual,,
P370,P370 ‣ Supply of Concrete Panel ‣ 1,40,Actual,,
P342,P342 ‣ Capping Beam ‣ 1,16,Actual,,
P342,P342 ‣ C.Piles 1500mm ‣ 3,3,Actual,,
P369,P369 ‣ Contiguous Pile ‣ 0,4,Actual,,
P370,P370 ‣ Supply of Concrete Panel ‣ 1,35,Actual,,
P433,P433 ‣ C.Piles 1200mm ‣ 2,12,Actual,,
P342,P342 ‣ Secant Pile ‣ 1,1,Actual,,
P342,P342 ‣ Capping Beam ‣ 1,22,Actual,,
P419,P419 ‣ Secant Pile ‣ 1,4,Actual,,
P421,P421 ‣ Secant Pile ‣ 1,4,Actual,,
P421,P421 ‣ Capping Beam ‣ 1,42,Actual,,
P422,P422 ‣ Secant Pile ‣ 0,7,Actual,,
P342,P342 ‣ Strut Work ‣ 1,1,Actual,,
P342,P342 ‣ Caliper Logging Test ‣ 3,2,Actual,,
P342,P342 ‣ C.Piles 1500mm ‣ 3,3,Actual,,
P366,P366 ‣ Soldier Pile (H. Beams) ‣ 0,13,Actual,,
P369,P369 ‣ Contiguous Pile ‣ 0,10,Actual,,
P370,P370 ‣ Soldier Pile (H. Beams) ‣ 1,20,Actual,,
P370,P370 ‣ Supply of Concrete Panel ‣ 1,27,Actual,,
P433,P433 ‣ C.Piles 1200mm ‣ 2,11,Actual,,
P342,P342 ‣ Capping Beam ‣ 1,24,Actual,,
P419,P419 ‣ Secant Pile ‣ 1,8,Actual,,
P421,P421 ‣ Secant Pile ‣ 1,11,Actual,,
P422,P422 ‣ Secant Pile ‣ 0,9,Actual,,
P342,P342 ‣ C.Piles 1500mm ‣ 3,2,Actual,,
P342,P342 ‣ Caliper Logging Test ‣ 3,4,Actual,,
P369,P369 ‣ Contiguous Pile ‣ 0,2,Actual,,
P370,P370 ‣ Soldier Pile (H. Beams) ‣ 1,18,Actual,,
P370,P370 ‣ Supply of Concrete Panel ‣ 1,8,Actual,,
P433,P433 ‣ C.Piles 1200mm ‣ 2,11,Actual,,
P419,P419 ‣ Secant Pile ‣ 1,6,Actual,,
P422,P422 ‣ Secant Pile ‣ 0,2,Actual,,
P342,P342 ‣ C.Piles 1500mm ‣ 3,2,Actual,,
P369,P369 ‣ Contiguous Pile ‣ 0,10,Actual,,
P433,P433 ‣ C.Piles 1200mm ‣ 2,12,Actual,,
P342,P342 ‣ Secant Pile ‣ 2,4,Actual,,
P414-S,P414-S ‣ Guide Wall ‣ 0,20,Actual,,
P422,P422 ‣ Secant Pile ‣ 0,10,Actual,,
P342,P342 ‣ C.Piles 1500mm ‣ 3,1,Actual,,
P342,P342 ‣ C.Piles 1000mm ‣ 2,2,Actual,,
P411,P411 ‣ Sheet Pile ‣ 0,16,Actual,,
P433,P433 ‣ C.Piles 1000mm ‣ 2,1,Actual,,
P433,P433 ‣ C.Piles 1200mm ‣ 2,16,Actual,,
P342,P342 ‣ Secant Pile ‣ 2,2,Actual,,
P419,P419 ‣ Secant Pile ‣ 1,6,Actual,,
P342,P342 ‣ C.Piles 1500mm ‣ 3,2,Actual,,
P369,P369 ‣ Contiguous Pile ‣ 0,11,Actual,,
P411,P411 ‣ Strut Work ‣ 0,1,Actual,,
P411,P411 ‣ Sheet Pile ‣ 0,14,Actual,,
P433,P433 ‣ C.Piles 1000mm ‣ 2,4,Actual,,
P433,P433 ‣ C.Piles 1200mm ‣ 2,15,Actual,,
P342,P342 ‣ Secant Pile ‣ 2,2,Actual,,
P342,P342 ‣ Capping Beam ‣ 1,27,Actual,,
P414-S,P414-S ‣ Guide Wall ‣ 0,20,Actual,,
P419,P419 ‣ Secant Pile ‣ 1,8,Actual,,
P422,P422 ‣ Secant Pile ‣ 0,8,Actual,,
P342,P342 ‣ C.Piles 1500mm ‣ 3,2,Actual,,
P366,P366 ‣ Supply of Concrete Panel ‣ 0,42,Actual,,
P369,P369 ‣ Contiguous Pile ‣ 0,9,Actual,,
P411,P411 ‣ Sheet Pile ‣ 0,14,Actual,,
P433,P433 ‣ C.Piles 1000mm ‣ 2,2,Actual,,
P433,P433 ‣ C.Piles 1200mm ‣ 2,16,Actual,,
P439,P439 ‣ Plate Load Test ‣ 0,2,Actual,,
P342,P342 ‣ Secant Pile ‣ 2,2,Actual,,
P419,P419 ‣ Secant Pile ‣ 1,8,Actual,,
P422,P422 ‣ Secant Pile ‣ 0,8,Actual,,
P342,P342 ‣ C.Piles 1500mm ‣ 3,2,Actual,,
P342,P342 ‣ Caliper Logging Test ‣ 2,9,Actual,,
P366,P366 ‣ Supply of Concrete Panel ‣ 0,59,Actual,,
P369,P369 ‣ Contiguous Pile ‣ 0,6,Actual,,
P433,P433 ‣ C.Piles 1000mm ‣ 2,3,Actual,,
P433,P433 ‣ C.Piles 1200mm ‣ 2,5,Actual,,
P433,P433 ‣ C.Piles 1200mm ‣ 1,7,Actual,,
P342,P342 ‣ Secant Pile ‣ 2,2,Actual,,
P414-S,P414-S ‣ Guide Wall ‣ 0,45,Actual,,
P342,P342 ‣ C.Piles 1500mm ‣ 1,1,Actual,,
P342,P342 ‣ C.Piles 1500mm ‣ 3,2,Actual,,
P366,P366 ‣ Supply of Concrete Panel ‣ 0,214,Actual,,
P369,P369 ‣ Contiguous Pile ‣ 0,10,Actual,,
P411,P411 ‣ Strut Work ‣ 0,2,Actual,,
P433,P433 ‣ C.Piles 1000mm ‣ 2,3,Actual,,
P433,P433 ‣ C.Piles 1200mm ‣ 1,10,Actual,,
P439,P439 ‣ Stone Column ‣ 0,16,Actual,,
P342,P342 ‣ Secant Pile ‣ 2,4,Actual,,
P342,P342 ‣ Capping Beam ‣ 1,10,Actual,,
P419,P419 ‣ Secant Pile ‣ 2,6,Actual,,
P422,P422 ‣ Secant Pile ‣ 0,9,Actual,,
P342,P342 ‣ C.Piles 1500mm ‣ 1,2,Actual,,
P342,P342 ‣ C.Piles 1000mm ‣ 2,3,Actual,,
P369,P369 ‣ Contiguous Pile ‣ 0,8,Actual,,
P433,P433 ‣ C.Piles 1000mm ‣ 2,1,Actual,,
P433,P433 ‣ C.Piles 1200mm ‣ 1,9,Actual,,
P439,P439 ‣ Stone Column ‣ 0,19,Actual,,
P342,P342 ‣ Secant Pile ‣ 2,1,Actual,,
P419,P419 ‣ Secant Pile ‣ 2,3,Actual,,
P422,P422 ‣ Secant Pile ‣ 0,5,Actual,,
P342,P342 ‣ C.Piles 1500mm ‣ 1,2,Actual,,
P342,P342 ‣ C.Piles 1000mm ‣ 2,2,Actual,,
P366,P366 ‣ Soldier Pile (H. Beams) ‣ 0,9,Actual,,
P433,P433 ‣ C.Piles 1000mm ‣ 2,2,Actual,,
P433,P433 ‣ C.Piles 1200mm ‣ 1,13,Actual,,
P439,P439 ‣ Stone Column ‣ 0,16,Actual,,
P342,P342 ‣ Secant Pile ‣ 2,4,Actual,,
P405,P405 ‣ Supply & Installation of Concrete Panels ‣ 0,20,Actual,,
P414-S,P414-S ‣ Mobilization ‣ 0,1,Actual,,
P422,P422 ‣ Secant Pile ‣ 0,10,Actual,,
P342,P342 ‣ C.Piles 1500mm ‣ 1,1,Actual,,
P342,P342 ‣ C.Piles 1000mm ‣ 2,2,Actual,,
P359-A,P359-A ‣ Soldier Pile (H. Beams) ‣ 0,25,Actual,,
P366,P366 ‣ Soldier Pile (H. Beams) ‣ 0,2,Actual,,
P369,P369 ‣ Contiguous Pile ‣ 0,6,Actual,,
P411,P411 ‣ Strut Work ‣ 0,1,Actual,,
P433,P433 ‣ C.Piles 1200mm ‣ 1,5,Actual,,
P433,P433 ‣ C.Piles 1000mm ‣ 2,6,Actual,,
P439,P439 ‣ Stone Column ‣ 0,14,Actual,,
P342,P342 ‣ Secant Pile ‣ 1,3,Actual,,
P342,P342 ‣ Secant Pile ‣ 2,6,Actual,,
P411,P411 ‣ Capping Beam ‣ 0,40,Actual,,
P419,P419 ‣ Secant Pile ‣ 2,5,Actual,,
P342,P342 ‣ C.Piles 1000mm ‣ 2,3,Actual,,
P366,P366 ‣ Soldier Pile (H. Beams) ‣ 0,10,Actual,,
P369,P369 ‣ Contiguous Pile ‣ 0,8,Actual,,
P433,P433 ‣ C.Piles 1000mm ‣ 2,4,Actual,,
P433,P433 ‣ C.Piles 1200mm ‣ 1,12,Actual,,
P439,P439 ‣ Stone Column ‣ 0,12,Actual,,
P342,P342 ‣ Secant Pile ‣ 1,8,Actual,,
P366,P366 ‣ Secant Pile ‣ 0,5,Actual,,
P370,P370 ‣ Capping Beam ‣ 1,3,Actual,,
P419,P419 ‣ Secant Pile ‣ 2,13,Actual,,
P422,P422 ‣ Secant Pile ‣ 0,10,Actual,,
P342,P342 ‣ C.Piles 1500mm ‣ 1,1,Actual,,
P342,P342 ‣ C.Piles 1000mm ‣ 2,3,Actual,,
P366,P366 ‣ Soldier Pile (H. Beams) ‣ 0,10,Actual,,
P369,P369 ‣ Contiguous Pile ‣ 0,5,Actual,,
P433,P433 ‣ C.Piles 1000mm ‣ 1,7,Actual,,
P433,P433 ‣ C.Piles 1200mm ‣ 1,7,Actual,,
P433,P433 ‣ C.Piles 1000mm ‣ 2,7,Actual,,
P439,P439 ‣ Stone Column ‣ 0,3,Actual,,
P342,P342 ‣ Secant Pile ‣ 2,7,Actual,,
P342,P342 ‣ Secant Pile ‣ 1,10,Actual,,
P370,P370 ‣ Capping Beam ‣ 1,3,Actual,,
P422,P422 ‣ Secant Pile ‣ 0,10,Actual,,
P342,P342 ‣ C.Piles 1000mm ‣ 2,2,Actual,,
P366,P366 ‣ Soldier Pile (H. Beams) ‣ 0,10,Actual,,
P433,P433 ‣ C.Piles 1000mm ‣ 1,8,Actual,,
P433,P433 ‣ C.Piles 1200mm ‣ 1,8,Actual,,
P342,P342 ‣ Secant Pile ‣ 2,4,Actual,,
P342,P342 ‣ Capping Beam ‣ 1,10,Actual,,
P366,P366 ‣ Secant Pile ‣ 0,6,Actual,,
